id,earthName,dateOfDiscovery,discovererName,prec_noix,prec_chocolat,prec_noisettes,prec_raisins,prec_fruits_confits,prec_lait,ph_eau,pop,prop_grand_meres,freq_boulangeries,nb_visites_hebdo,prix,nb_bras,nb_doigts_main,nb_dents,taux_oxygene_atm,dist_lune_km,dist_soleil_km,dist_centre_galaxie_ly,niveau_techno,nb_guerres_mondiales,methode_cuisson,nb_cookies_vendus,cookie_quality
189342,Earth312588,2144-07-28,Cathy Raymond,non,non,oui,,oui,oui,7,9749352000,0.2199999999999999,7,6,346.0,4.0,8.0,24.0,0.2199999999999999,451800.0,159400000,14300,moyen-age,22.0,Magie,17020000000.0,yum
254106,Earth419320,2198-06-12,Jack Wiggins,non,oui,non,non,non,non,7,6355251000,0.2099999999999999,2,8,297.0,4.0,9.0,32.0,0.1699999999999999,559400.0,215500000,14900,numérique,18.0,Gaz,11880000000.0,yum
68737,Earth113391,2115-07-14,Janette Perry,oui,non,oui,non,non,non,11,5578200000,0.1999999999999999,7,8,359.0,4.0,,34.0,0.2499999999999999,522100.0,181600000,13000,numérique,21.0,Gaz,13340000000.0,yum
111964,Earth184506,2053-07-17,David Lynch,non,non,non,non,oui,oui,7,8129103000,0.1999999999999999,9,7,269.0,4.0,7.0,30.0,0.1999999999999999,520600.0,194700000,11200,industriel,27.0,Poele,13820000000.0,yum
109064,Earth179760,2106-05-28,Mark Luckow,,oui,non,oui,non,non,9,3655162000,0.1699999999999999,9,5,262.0,4.0,8.0,26.0,0.1899999999999999,,159400000,14300,industriel,13.0,Poele,12040000000.0,yum
201729,Earth333105,2088-09-23,John Tennant,oui,oui,oui,oui,oui,oui,9,5109801000,0.2199999999999999,6,6,303.0,4.0,6.0,30.0,0.1699999999999999,548200.0,197900000,12000,future,14.0,Quantique,16610000000.0,yum
105533,Earth173890,2123-01-24,Antoinette Smith,non,oui,non,non,non,non,7,5507513000,0.1799999999999999,8,8,367.0,4.0,6.0,30.0,0.1699999999999999,499000.0,194900000,14900,moyen-age,26.0,Soleil,10250000000.0,yuk
168851,Earth278943,2187-07-25,Dorothy Brecht,oui,oui,non,non,oui,non,8,7143454000,0.1599999999999999,6,6,,4.0,6.0,26.0,0.1599999999999999,508500.0,185100000,19700,industriel,23.0,Poele,9990000000.0,yum
2272,Earth3809,2081-12-10,Matthew Hall,non,oui,non,oui,non,non,9,5620040000,0.1799999999999999,7,7,294.0,4.0,9.0,26.0,0.1899999999999999,463300.0,190800000,12600,apocalyptique,28.0,Quantique,16730000000.0,yuk
41638,Earth68623,2061-05-26,Veronica Nolan,non,non,oui,non,oui,oui,9,5952251000,0.1899999999999999,7,4,228.0,2.0,7.0,34.0,0.2099999999999999,,190700000,15600,future,18.0,Micro-Ondes,13440000000.0,yum
29123,Earth48112,2117-06-27,Jimmy Melton,oui,oui,oui,oui,non,oui,6,8569862000,0.2099999999999999,4,6,332.0,4.0,6.0,20.0,0.1599999999999999,386500.0,205900000,13300,future,30.0,Micro-Ondes,19870000000.0,yuk
215699,Earth356077,2160-02-15,Sara Guzman,non,non,,,non,non,7,4658070000,0.1899999999999999,4,7,297.0,4.0,5.0,28.0,0.1799999999999999,483100.0,192500000,13800,renaissance,14.0,Four,13480000000.0,yum
210188,Earth347055,2121-01-18,Martha Greene,,non,oui,oui,oui,non,8,7346185000,0.2099999999999999,6,5,287.0,2.0,6.0,32.0,0.1799999999999999,490400.0,227800000,16400,future,23.0,Micro-Ondes,17940000000.0,yum
190419,Earth314385,2027-06-16,James Knapp,oui,oui,oui,oui,oui,oui,9,4361856000,0.2099999999999999,7,5,221.0,4.0,7.0,26.0,0.2199999999999999,,212900000,12600,future,18.0,Micro-Ondes,13760000000.0,yum
179611,Earth296556,2121-04-10,Angela Vaughn,oui,non,oui,non,non,oui,9,5098756000,0.1699999999999999,6,4,241.0,4.0,7.0,26.0,0.1799999999999999,495800.0,204100000,14300,préhistoire,19.0,Feu de Bois,18290000000.0,yum
20684,Earth34244,2024-09-25,Marjorie Abel,oui,oui,non,non,non,oui,6,5991198000,0.1999999999999999,7,7,243.0,4.0,,32.0,0.2299999999999999,533900.0,181800000,11800,industriel,22.0,Poele,11520000000.0,yuk
83398,Earth137471,2063-11-30,David Santos,oui,non,oui,,oui,oui,8,7180107000,0.2399999999999999,7,6,306.0,4.0,9.0,,0.1799999999999999,507900.0,187100000,14900,renaissance,17.0,Soleil,14480000000.0,yum
179865,Earth296976,2189-06-13,Andrew Galindo,oui,non,oui,oui,oui,non,9,5750130000,0.1799999999999999,9,4,,4.0,8.0,,0.1799999999999999,422400.0,211400000,13200,numérique,23.0,Gaz,19350000000.0,yum
90707,Earth149419,2076-09-11,Gail Collins,oui,non,oui,non,oui,non,8,5340253000,0.1899999999999999,6,4,,4.0,6.0,34.0,0.1599999999999999,384900.0,185500000,14700,industriel,14.0,Poele,12280000000.0,yum
185023,Earth305409,2119-09-27,Robin Mccollum,,non,oui,oui,oui,non,8,7068195000,0.1999999999999999,9,7,272.0,4.0,7.0,30.0,0.2099999999999999,414700.0,208000000,11000,renaissance,14.0,Four,14460000000.0,yum
36522,Earth60161,2092-12-25,Carolyn Bourg,oui,oui,oui,oui,oui,oui,7,6466677000,0.1899999999999999,6,4,297.0,4.0,8.0,34.0,0.2199999999999999,,194000000,16200,industriel,20.0,Poele,11940000000.0,yuk
149815,Earth247383,2179-09-26,Kenneth Segraves,,oui,oui,oui,non,oui,9,5907549000,0.1799999999999999,6,6,260.0,4.0,8.0,34.0,0.1599999999999999,546100.0,199300000,14000,numérique,19.0,Gaz,10430000000.0,yuk
121798,Earth200813,2116-09-25,Wayne Holderman,oui,oui,non,oui,oui,non,6,6912214000,0.1899999999999999,8,6,263.0,4.0,8.0,30.0,0.1899999999999999,,181200000,17100,renaissance,17.0,Four,,yum
152567,Earth251916,2122-08-14,Latisha Murgia,oui,oui,non,oui,non,oui,7,5166398000,0.1999999999999999,7,6,289.0,6.0,6.0,32.0,0.2099999999999999,391900.0,174300000,15100,préhistoire,22.0,Magie,13120000000.0,yuk
52630,Earth86785,2031-09-10,Viola Burns,non,oui,non,oui,non,oui,5,5237789000,0.1999999999999999,8,8,351.0,4.0,7.0,30.0,0.2599999999999999,423800.0,209100000,13400,renaissance,28.0,Four,13410000000.0,yum
165291,Earth273027,2138-08-28,Donna Lashua,oui,non,oui,,oui,oui,8,7697981000,0.2099999999999999,8,6,238.0,4.0,7.0,36.0,0.1699999999999999,492500.0,171700000,15900,future,30.0,Micro-Ondes,9420000000.0,yuk
96927,Earth159738,2099-02-16,Edward Conte,,oui,non,oui,oui,non,9,5982595000,0.1999999999999999,10,7,244.0,4.0,7.0,24.0,0.1999999999999999,557200.0,168900000,16200,apocalyptique,19.0,Fer à repasser,14380000000.0,yum
47984,Earth79116,2132-11-25,Mildred Feeney,non,oui,oui,non,oui,oui,10,6425919000,0.2199999999999999,9,7,345.0,4.0,9.0,36.0,0.2099999999999999,397100.0,173300000,16400,future,20.0,Quantique,14090000000.0,yum
83245,Earth137209,2134-04-04,Enrique Szekely,,non,non,oui,non,non,8,4857759000,0.2199999999999999,9,7,309.0,4.0,6.0,24.0,0.2099999999999999,522100.0,196400000,14100,future,24.0,Micro-Ondes,14040000000.0,yum
213721,Earth352894,2125-03-30,Donald Lewellen,non,non,non,oui,non,oui,7,6957312000,0.1799999999999999,7,4,268.0,4.0,9.0,26.0,0.2299999999999999,416500.0,156500000,13800,préhistoire,26.0,Feu de Bois,15300000000.0,yum
211210,Earth348764,2155-09-20,Lessie Durkin,oui,non,non,,non,oui,7,8558468000,0.1699999999999999,7,4,,4.0,,30.0,0.1899999999999999,494000.0,179100000,11800,préhistoire,28.0,Feu de Bois,13540000000.0,yum
45012,Earth74187,2067-07-07,Clara Dixon,non,oui,oui,non,oui,non,11,5616386000,0.1999999999999999,9,8,,4.0,7.0,32.0,0.1799999999999999,,194600000,13900,apocalyptique,21.0,Fer à repasser,14860000000.0,yum
72266,Earth119171,2134-07-27,William Clark,non,non,oui,non,non,non,10,5609091000,0.1599999999999999,7,6,277.0,4.0,7.0,30.0,0.2099999999999999,404400.0,142600000,14000,future,17.0,Quantique,12810000000.0,yum
207125,Earth342003,2050-06-24,Jasmine Lee,non,non,non,non,non,non,7,5701345000,0.2099999999999999,7,6,242.0,4.0,8.0,22.0,0.1999999999999999,430800.0,195100000,15600,préhistoire,25.0,Feu de Bois,13920000000.0,yum
156104,Earth257778,2105-03-08,Joan Oles,non,oui,oui,non,non,non,7,5661306000,0.1899999999999999,7,6,288.0,4.0,7.0,30.0,0.1999999999999999,522100.0,192900000,16700,préhistoire,27.0,Feu de Bois,12490000000.0,yuk
18225,Earth30228,2198-09-12,Janie Hubbard,non,non,oui,oui,non,non,8,4604612000,0.2199999999999999,7,6,225.0,4.0,9.0,32.0,0.1599999999999999,505200.0,204500000,16900,renaissance,25.0,Soleil,13570000000.0,yuk
186687,Earth308190,2085-01-18,Leonard Kirkpatrick,non,non,non,oui,non,oui,7,4699756000,0.2199999999999999,5,6,218.0,4.0,7.0,30.0,0.1799999999999999,580500.0,192600000,15500,renaissance,26.0,Four,17460000000.0,yum
180624,Earth298156,2167-08-16,John Tate,non,oui,non,non,oui,oui,7,4744807000,0.1999999999999999,6,7,283.0,4.0,,30.0,0.1899999999999999,464400.0,211000000,17100,moyen-age,19.0,Magie,14290000000.0,yum
48185,Earth79480,2070-08-07,Annette Taylor,oui,oui,oui,,oui,non,8,4148721000,0.1899999999999999,5,10,373.0,4.0,,34.0,0.1999999999999999,432300.0,190500000,12600,renaissance,16.0,Four,11130000000.0,yum
61240,Earth100920,2125-09-17,Idella Lamb,oui,oui,oui,non,non,non,9,4920712000,0.2099999999999999,7,6,299.0,2.0,7.0,32.0,0.2099999999999999,431400.0,198100000,18800,numérique,26.0,Gaz,15900000000.0,yum
27206,Earth44986,2168-10-03,Shirley Tomidy,oui,oui,non,oui,non,oui,7,5328357000,0.1999999999999999,3,7,238.0,4.0,7.0,30.0,0.2199999999999999,499700.0,201800000,16400,numérique,31.0,Gaz,14780000000.0,yuk
188074,Earth310446,2071-05-10,Ronald Soria,non,non,oui,,oui,non,7,6471080000,0.1799999999999999,7,5,314.0,4.0,8.0,36.0,0.1399999999999999,378500.0,197500000,17400,moyen-age,12.0,Magie,12890000000.0,yum
27693,Earth45760,2173-09-05,Clyde Clark,non,non,non,,non,oui,7,6063205000,0.2499999999999999,6,4,366.0,4.0,8.0,24.0,0.1899999999999999,386200.0,206400000,15200,industriel,31.0,Gaz,16770000000.0,yuk
13979,Earth23131,2117-02-04,Robert Barocio,,non,non,oui,non,oui,8,5389840000,0.1899999999999999,5,8,225.0,4.0,7.0,26.0,0.1699999999999999,521600.0,163000000,13100,numérique,37.0,Gaz,11680000000.0,yuk
253506,Earth418358,2145-08-18,Dina Avalos,oui,non,non,non,oui,oui,6,5451862000,0.1799999999999999,9,6,265.0,4.0,8.0,20.0,0.1699999999999999,484500.0,196700000,12100,numérique,21.0,Micro-Ondes,15330000000.0,yum
235094,Earth388037,2071-10-23,Teresa Knisely,oui,oui,non,oui,oui,oui,8,7968768000,0.1999999999999999,7,3,247.0,4.0,6.0,30.0,0.1699999999999999,478400.0,173200000,13400,préhistoire,19.0,Feu de Bois,12350000000.0,yum
152120,Earth251183,2137-09-03,Maxine Llewellyn,oui,non,non,non,non,oui,8,5610409000,0.1899999999999999,9,6,264.0,4.0,7.0,36.0,0.2399999999999999,,242200000,8800,apocalyptique,19.0,Fer à repasser,12770000000.0,yuk
74189,Earth122324,2039-08-13,Danny Breaux,non,oui,oui,non,non,non,8,7047743000,0.2399999999999999,7,8,304.0,4.0,6.0,30.0,0.1999999999999999,457800.0,192800000,19000,renaissance,18.0,Four,13530000000.0,yum
93506,Earth154115,2040-08-01,Charles Fields,non,oui,non,oui,oui,non,9,4811813000,0.1899999999999999,6,8,,2.0,8.0,26.0,0.1899999999999999,431300.0,192900000,14900,numérique,24.0,Micro-Ondes,14290000000.0,yum
145664,Earth240502,2134-10-14,Mary Oakley,non,non,oui,non,non,non,10,5027402000,0.1999999999999999,6,6,236.0,4.0,7.0,30.0,0.2099999999999999,507600.0,219900000,12900,préhistoire,22.0,Feu de Bois,21290000000.0,yuk
148943,Earth245930,2095-12-16,Thomas Gilligan,oui,oui,oui,,non,oui,6,5699612000,0.1799999999999999,6,6,187.0,4.0,8.0,30.0,0.2199999999999999,441000.0,175800000,12300,industriel,20.0,Poele,12630000000.0,yuk
192837,Earth318397,2193-02-17,Eunice Powell,oui,oui,non,non,oui,oui,7,3497245000,0.2099999999999999,5,3,250.0,4.0,7.0,16.0,0.1799999999999999,483300.0,170800000,19800,numérique,21.0,Gaz,17360000000.0,yum
76989,Earth126848,2079-03-14,Mark Butcher,,oui,non,oui,oui,non,8,7448261000,0.2299999999999999,5,8,262.0,4.0,8.0,28.0,0.1899999999999999,469900.0,161900000,13400,renaissance,21.0,Four,9620000000.0,yum
204483,Earth337635,2051-10-16,Esperanza Brown,non,non,non,non,non,non,5,9050067000,0.2099999999999999,6,7,,4.0,,28.0,0.2199999999999999,458700.0,184400000,15200,industriel,22.0,Poele,9400000000.0,yum
232122,Earth383150,2147-02-08,Denise Wu,oui,non,non,non,oui,non,7,6864841000,0.1899999999999999,5,4,175.0,4.0,8.0,28.0,0.1999999999999999,417300.0,184000000,12000,numérique,23.0,Gaz,12530000000.0,yum
238218,Earth393141,2085-07-13,James Hunt,oui,oui,non,oui,non,oui,6,5227762000,0.2199999999999999,7,2,322.0,4.0,7.0,24.0,0.1999999999999999,447100.0,189200000,19000,moyen-age,28.0,Magie,19180000000.0,yum
27089,Earth44805,2145-03-11,Billie Vasile,oui,oui,non,oui,oui,oui,6,4857754000,0.1899999999999999,10,5,250.0,4.0,8.0,32.0,0.1999999999999999,448500.0,183500000,11200,moyen-age,22.0,Magie,11810000000.0,yuk
239197,Earth394791,2076-02-05,Donna Yashinski,non,non,non,oui,oui,non,8,5659399000,0.1499999999999999,5,6,308.0,4.0,8.0,24.0,0.1899999999999999,412100.0,218700000,19300,moyen-age,19.0,Soleil,19040000000.0,yum
219917,Earth363015,2113-11-05,Jessica Duhon,,non,oui,non,non,non,7,8478219000,0.2199999999999999,4,4,139.0,4.0,9.0,28.0,0.1999999999999999,486500.0,204000000,15500,future,17.0,Quantique,13100000000.0,yum
100170,Earth165023,2140-12-08,Stanley Crump,non,oui,non,non,non,non,8,4397891000,0.1899999999999999,11,8,271.0,2.0,6.0,22.0,0.1999999999999999,,205600000,21400,apocalyptique,24.0,Fer à repasser,14300000000.0,yum
201049,Earth331993,2163-11-13,Charles Curtis,oui,non,non,oui,oui,non,8,3583096000,0.1699999999999999,7,6,341.0,4.0,8.0,20.0,0.1899999999999999,461100.0,204600000,13200,moyen-age,23.0,Magie,16500000000.0,yum
236344,Earth390054,2156-12-19,Robert Franklin,oui,non,non,oui,oui,oui,7,6790353000,0.2599999999999999,8,7,338.0,6.0,8.0,22.0,0.2099999999999999,453700.0,204600000,15500,moyen-age,25.0,Soleil,15780000000.0,yum
148404,Earth245018,2033-10-11,Michelle Hannah,non,non,oui,non,non,oui,8,8032538000,0.1699999999999999,7,7,204.0,4.0,6.0,,0.1899999999999999,466800.0,184600000,14100,future,24.0,Micro-Ondes,14960000000.0,yuk
249334,Earth411526,2086-04-04,Elwood Woods,,non,oui,oui,oui,oui,7,5955511000,0.1999999999999999,6,8,288.0,4.0,8.0,34.0,0.1999999999999999,458900.0,201000000,19300,industriel,17.0,Poele,14900000000.0,yum
100579,Earth165699,2075-01-18,William Sims,oui,oui,oui,oui,oui,non,8,6391912000,0.2099999999999999,9,7,335.0,4.0,8.0,32.0,0.1799999999999999,476900.0,166600000,15200,apocalyptique,22.0,Fer à repasser,13840000000.0,yum
180105,Earth297343,2170-10-02,Jerry Kidd,oui,non,non,oui,non,non,8,5005820000,0.1699999999999999,7,6,315.0,4.0,,30.0,0.1699999999999999,429500.0,211500000,14400,préhistoire,19.0,Feu de Bois,13150000000.0,yum
220762,Earth364391,2059-04-28,Brain Benedetto,,non,oui,oui,non,non,8,7756777000,0.2299999999999999,5,6,332.0,4.0,7.0,24.0,0.1699999999999999,481400.0,223200000,12000,renaissance,22.0,Soleil,19850000000.0,yum
198649,Earth328026,2079-12-16,Barbara Coachman,non,oui,oui,non,oui,non,7,5165894000,0.2099999999999999,5,6,251.0,4.0,7.0,,0.1899999999999999,496400.0,203500000,14100,numérique,13.0,Gaz,,yum
137087,Earth226218,2063-09-24,Joan Mccloud,non,oui,oui,non,oui,non,11,5950654000,0.1899999999999999,4,5,256.0,4.0,7.0,30.0,0.1799999999999999,485100.0,180800000,15900,préhistoire,23.0,Feu de Bois,14460000000.0,yuk
118555,Earth195341,2068-08-26,Robert Grayson,oui,oui,oui,,non,non,8,7319587000,0.1999999999999999,6,8,,4.0,7.0,26.0,0.2199999999999999,536900.0,196200000,13900,numérique,16.0,Gaz,12460000000.0,yum
190799,Earth315011,2089-06-08,Patrick Ellison,oui,non,non,non,oui,non,7,6424247000,0.1999999999999999,7,5,306.0,4.0,,,0.2299999999999999,398200.0,235200000,17900,préhistoire,21.0,Magie,14130000000.0,yum
222338,Earth366967,2090-02-26,Ethel Wessels,non,non,oui,oui,non,non,6,4509767000,0.1999999999999999,6,6,364.0,4.0,6.0,24.0,0.1899999999999999,421300.0,215300000,13600,renaissance,25.0,Soleil,16590000000.0,yum
91906,Earth151440,2174-10-30,Patricia Gott,oui,non,oui,non,oui,non,10,6134963000,0.2299999999999999,6,8,342.0,4.0,9.0,34.0,0.1799999999999999,529300.0,173500000,16000,apocalyptique,16.0,Quantique,11450000000.0,yum
217605,Earth359237,2152-07-04,Michael Steuer,non,non,non,oui,non,non,8,7111942000,0.1699999999999999,4,7,236.0,4.0,8.0,24.0,0.2399999999999999,501400.0,250800000,11100,renaissance,20.0,Soleil,17590000000.0,yum
254420,Earth419825,2177-02-16,Edwin Robert,,non,oui,oui,oui,non,8,6276675000,0.1799999999999999,4,4,232.0,4.0,6.0,24.0,0.1999999999999999,460200.0,189700000,17600,industriel,26.0,Poele,16400000000.0,yum
28472,Earth47019,2084-02-01,Bethany Fulton,non,oui,oui,oui,non,oui,8,5899410000,0.2099999999999999,8,6,345.0,6.0,,30.0,0.2099999999999999,438400.0,233000000,15400,moyen-age,19.0,Soleil,15980000000.0,yuk
36614,Earth60316,2118-02-13,Mary Shumate,non,oui,non,non,non,non,8,5436768000,0.2199999999999999,7,8,301.0,4.0,8.0,24.0,0.2699999999999999,492300.0,162100000,15700,apocalyptique,19.0,Fer à repasser,16720000000.0,yuk
